"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
2.59237514535357e-162,2.11129604731109,0.311,0.111,1.0008123486152e-157,"0","PROM1"
2.83082879285296e-162,0.932343840740991,0.723,0.504,1.09286976376881e-157,"0","FYN"
6.21089540121505e-162,1.76985798678789,0.524,0.287,2.39777827859308e-157,"0","GADD45G"
1.37411361617522e-161,1.39957032617963,0.608,0.353,5.30490302660607e-157,"0","OLFM1"
1.00649009553784e-160,0.696112204610212,0.568,0.28,3.8856556628334e-156,"0","RGCC"
2.94242895459077e-160,0.823778725950821,0.869,0.745,1.13595412220931e-155,"0","ZBTB20"
4.81825888257813e-160,1.19046873995171,0.655,0.438,1.86013702420811e-155,"0","DSEL"
5.23694936794208e-160,1.61329357755859,0.451,0.209,2.02177667298772e-155,"0","CCND1"
7.4727661120992e-160,0.900322647254277,0.757,0.526,2.88493608523702e-155,"0","MLLT11"
3.26226147878194e-159,1.44624467008459,0.453,0.213,1.25942866649855e-154,"0","LINC00844"
9.29866152775933e-159,1.653469684799,0.396,0.17,3.58984126940677e-154,"0","SCN3A"
1.29927548994143e-157,0.727540844214077,0.896,0.786,5.01598295646788e-153,"0","VAMP2"
1.76463677570991e-157,1.2929393179024,0.599,0.378,6.81255673630569e-153,"0","ASB3"
2.73217010877538e-157,0.493937273102485,0.971,0.955,1.05478159219382e-152,"0","RPS6"
1.52789263067644e-156,1.62153729362903,0.455,0.221,5.89858228998946e-152,"0","OPHN1"
9.41892896343472e-155,0.689895572755058,0.845,0.648,3.63627171562361e-150,"0","JPT1"
1.81618131136433e-152,1.17223351431317,0.605,0.369,7.01154957065314e-148,"0","PODXL2"
2.83507968264361e-152,0.423215684232894,0.979,0.978,1.09451086228139e-147,"0","RPL24"
4.60485973662241e-150,1.85312087830115,0.312,0.113,1.77775214992045e-145,"0","LINC00689"
4.36266383123122e-147,2.05026652891034,0.293,0.104,1.68424999868512e-142,"0","XKR4"
1.28795201690456e-145,1.69877478713202,0.408,0.195,4.97226755646175e-141,"0","RICTOR"
1.71852743176921e-145,0.799480530972802,0.462,0.198,6.6345470030882e-141,"0","FGF12"
2.24859250548044e-145,1.02585729503064,0.662,0.451,8.68091622665778e-141,"0","MAP2"
3.70664060581315e-145,1.59814142378681,0.435,0.22,1.43098567228023e-140,"0","ADGRB3-DT"
1.11113621789607e-143,1.20099491904982,0.574,0.339,4.28965248280956e-139,"0","SNTG1"
9.09529198172107e-142,1.9852187974987,0.288,0.104,3.51132842246323e-137,"0","SMIM18"
5.29423019235252e-140,2.01873552886259,0.273,0.095,2.04389050805961e-135,"0","LINC02283"
1.80315790849358e-139,1.33730867872285,0.455,0.226,6.96127142153033e-135,"0","NRXN1"
1.38282221003751e-138,1.93193347459247,0.423,0.218,5.33852342407082e-134,"0","EFHD2"
1.74560381712395e-138,0.395844143381064,0.98,0.978,6.73907809638872e-134,"0","RPL15"
2.77054982302063e-138,0.674151983598139,0.862,0.723,1.06959846467535e-133,"0","BNIP3L"
3.62217903530415e-138,1.76758088122436,0.359,0.159,1.39837843836952e-133,"0","SNX10-AS1"
9.75955599642231e-138,1.97604035523225,0.302,0.117,3.7677741879788e-133,"0","GRIK2"
8.67182105617989e-137,1.57619687858213,0.352,0.15,3.34784323694881e-132,"0","SEMA3E"
2.52484066415223e-135,0.776355758183864,0.762,0.56,9.74739986802609e-131,"0","H1-10"
8.91219727773312e-135,1.17484456327054,0.573,0.361,3.44064288104165e-130,"0","KIF5C"
3.39508957415885e-134,1.77668293373078,0.367,0.169,1.31070828099976e-129,"0","VXN"
2.0763723243497e-133,0.665017869739031,0.93,0.873,8.01604299538444e-129,"0","SRI"
3.17689795163119e-132,1.89868466727335,0.319,0.133,1.22647322320674e-127,"0","TSPAN12"
1.13799508258864e-131,0.850674965009612,0.722,0.53,4.39334381584169e-127,"0","LAPTM4B"
1.9404972204184e-131,0.440146695436885,0.948,0.931,7.49148356914726e-127,"0","GABARAP"
2.76398318266373e-131,1.69428998380448,0.364,0.167,1.06706334749916e-126,"0","LINC01896"
1.00623376136933e-130,1.29946753165847,0.528,0.326,3.88466605914245e-126,"0","RAB3IP"
1.28366768409779e-130,0.98219537534133,0.591,0.356,4.95572746122794e-126,"0","BEX2"
2.07498999094504e-129,2.11956574868474,0.266,0.097,8.01070635904243e-125,"0","RALYL"
1.11027207782712e-128,1.3615736028557,0.475,0.273,4.28631638365938e-124,"0","NLGN1"
1.29903119274093e-127,1.91160211282043,0.274,0.102,5.01503982269565e-123,"0","CHST9"
1.88404565240487e-127,1.14730740191249,0.429,0.201,7.27354664567425e-123,"0","SMOC1"
4.10198332662736e-127,1.24334788141208,0.522,0.318,1.58361168307776e-122,"0","THRA"
1.18641833121601e-126,1.36138953250682,0.397,0.185,4.58028660949251e-122,"0","OMG"
8.58961642798938e-126,1.48928243214168,0.319,0.129,3.31610731818958e-121,"0","MARCHF1"
1.72206925560207e-125,1.66202421928812,0.408,0.212,6.64822056817737e-121,"0","CSPG5"
2.75136402575465e-124,1.7095387915864,0.343,0.157,1.06219159578284e-119,"0","ATP6V1G2"
4.83826107272337e-124,1.41712114784695,0.434,0.23,1.86785906973558e-119,"0","ENSG00000289128"
1.22159983054439e-123,1.1548506633911,0.494,0.273,4.71610830579968e-119,"0","TCEAL2"
1.45995684648236e-123,1.07957922644529,0.674,0.518,5.6363094015298e-119,"0","RAB31"
1.8518891166287e-123,0.384266769578796,0.978,0.978,7.14940312365677e-119,"0","RPL30"
5.43876911099671e-123,0.478032443329862,0.944,0.88,2.09969120299139e-118,"0","SUB1"
9.5548621488109e-123,1.76518283786691,0.32,0.139,3.68875008116994e-118,"0","NRXN2"
4.95387532829726e-122,0.69729967391801,0.816,0.655,1.91249310924244e-117,"0","JUNB"
6.77217537025976e-122,0.84594860622211,0.707,0.549,2.61446602344248e-117,"0","COA3"
4.94052907047139e-120,1.34794454834785,0.368,0.164,1.90734065294619e-115,"0","CA10"
4.15971162274442e-119,1.72928515218982,0.318,0.138,1.60589826907671e-114,"0","CDH13"
2.73715304757022e-118,0.772136486182006,0.768,0.62,1.05670530554496e-113,"0","RPAIN"
1.61341781778383e-116,0.848928060938468,0.788,0.67,6.22876082733624e-112,"0","FAM162A"
2.26729429560193e-115,0.568540582771128,0.876,0.773,8.75311635760082e-111,"0","NDUFB9"
1.12898154485578e-114,1.06115504251379,0.608,0.427,4.35854615207023e-110,"0","MYO10"
2.96491533632964e-114,0.555069082043462,0.939,0.807,1.14463521474342e-109,"0","TUBB2B"
6.91587464858902e-114,0.842980485456361,0.751,0.618,2.66994256683428e-109,"0","IER2"
1.89909892565375e-112,1.44565869845463,0.43,0.242,7.33166131237886e-108,"0","MAGI1"
4.31230461535745e-112,0.762172072198221,0.751,0.634,1.6648083198049e-107,"0","PDCD6"
1.13676884311018e-111,1.65824088063567,0.352,0.174,4.38860979571116e-107,"0","MAGI2"
5.10337481934225e-111,0.339598115501897,0.984,0.985,1.97020888275527e-106,"0","RPL19"
2.10817448119395e-110,1.59255917348885,0.297,0.125,8.13881840209736e-106,"0","GALNT13"
2.28812105442179e-110,0.268841187389262,0.811,0.533,8.83352014270077e-106,"0","CPE"
2.4065926935293e-110,0.777145677117563,0.774,0.638,9.29089175263921e-106,"0","SFPQ"
2.60837805067536e-110,0.522870162691425,0.922,0.863,1.00699043024373e-105,"0","HNRNPK"
5.01076133280134e-110,1.20634047799963,0.419,0.217,1.93445452014128e-105,"0","PHYHIPL"
8.18822622761972e-108,1.1858919867442,0.495,0.301,3.16114661743487e-103,"0","KCNQ1OT1"
8.62359979790735e-108,1.22264820074908,0.509,0.326,3.32922693798011e-103,"0","NDRG2"
2.47868328773922e-106,0.444909684096177,0.989,0.889,9.56920470064605e-102,"0","NOVA1"
2.89783675654405e-106,1.76422150374322,0.286,0.123,1.1187388582314e-101,"0","LUZP2"
3.35417366264872e-106,1.11124690604126,0.482,0.288,1.29491228420217e-101,"0","CRMP1"
7.81702303171172e-106,1.68516402642834,0.312,0.145,3.01783991162263e-101,"0","MOB3B"
1.0751773076823e-105,0.812820655402723,0.505,0.282,4.15082951403829e-101,"0","PLPPR1"
1.36319198640163e-105,0.927181519282972,0.623,0.467,5.26273898270214e-101,"0","CNOT7"
2.08494386661914e-105,1.31351793975468,0.44,0.254,8.04913429146985e-101,"0","LRRN3"
6.73830663053718e-105,1.55264307769176,0.368,0.194,2.60139065778519e-100,"0","ENSG00000288765"
1.94288285246349e-104,1.2084965166636,0.471,0.29,7.50069354022057e-100,"0","CCDC28B"
1.00016974379698e-103,1.75485158649271,0.306,0.143,3.86125531290261e-99,"0","BEST3"
2.84775760002259e-103,0.775663885443443,0.697,0.547,1.09940529906472e-98,"0","RBPJ"
1.05724754105604e-102,0.320717702699555,0.987,0.98,4.08160985700095e-98,"0","RPL8"
1.15609938999258e-102,0.628069402101103,0.898,0.787,4.46323730500534e-98,"0","PTPRZ1"
4.59059495577328e-102,1.75163122691737,0.265,0.112,1.77224508862583e-97,"0","TMEM44-AS1"
6.38135443343131e-102,0.57727164945516,0.831,0.705,2.46358569257049e-97,"0","C1QBP"
7.87475076701702e-102,1.75936981111995,0.26,0.107,3.04012628111459e-97,"0","SATB1"
4.79821144046177e-101,1.78791074742593,0.279,0.123,1.85239750870467e-96,"0","CALCRL"
6.07467873959349e-101,1.32416243555497,0.431,0.258,2.34519047420746e-96,"0","LINC01003"
6.9471060240209e-101,1.06297528360655,0.51,0.329,2.68199975163351e-96,"0","TSPAN13"
7.72150814066158e-101,1.82756596902954,0.251,0.102,2.98096543278381e-96,"0","SYBU"
8.15382445492265e-101,0.644070434365975,0.824,0.732,3.14786546906744e-96,"0","PABPC1"
5.43684408902051e-100,0.829212011375392,0.68,0.543,2.09894802900726e-95,"0","COX20"
5.72127709533299e-100,0.472685834979938,0.948,0.895,2.20875623542426e-95,"0","EIF4A1"
3.30036030198744e-98,0.636647075542691,0.843,0.723,1.27413709818527e-93,"0","CD81"
3.35310246086374e-98,0.449691198382647,0.944,0.891,1.29449873604106e-93,"0","H3-3A"
7.89681252180891e-98,1.78921360557276,0.279,0.123,3.04864344216955e-93,"0","COL20A1"
8.85717732707489e-97,1.45941584075811,0.334,0.166,3.41940187889053e-92,"0","GPR37L1"
9.90671309683396e-96,0.394055866070008,0.955,0.954,3.82458565816372e-91,"0","RPL23"
2.00279103991003e-95,1.72567934085522,0.276,0.124,7.73197508867664e-91,"0","SESN3"
1.65127532749803e-94,0.46680927370725,0.568,0.342,6.3749135293389e-90,"0","APOD"
1.73279017710261e-94,0.543125360163626,0.844,0.697,6.68960975772233e-90,"0","S100B"
1.72130361910816e-93,1.38486780572408,0.371,0.206,6.64526475192895e-89,"0","MAPK10"
3.91970716089308e-92,0.911068326679402,0.448,0.253,1.51324214653438e-87,"0","NKAIN4"
5.23860633744098e-92,0.606376786930133,0.809,0.72,2.02241636263247e-87,"0","RAB2A"
3.46695001267963e-90,1.61139745442254,0.259,0.113,1.3384507218951e-85,"0","ARPP21"
9.29598495075159e-90,1.19183878448741,0.36,0.188,3.58880795008716e-85,"0","CMTM5"
6.63449939107681e-89,0.738492039142617,0.703,0.592,2.56131483491911e-84,"0","EMC6"
1.38559932263957e-88,1.19638307353042,0.465,0.302,5.34924474498232e-84,"0","CORO1C"
1.50666313280322e-88,0.404696771242999,0.947,0.895,5.81662369050011e-84,"0","COX6C"
2.08701980572854e-88,1.53852864300424,0.297,0.145,8.0571486619956e-84,"0","DNM3"
3.21428510931185e-88,1.54837251377339,0.309,0.158,1.24090690930093e-83,"0","SP2-DT"
3.87156408370315e-88,1.44362338088035,0.292,0.137,1.49465603015444e-83,"0","PDGFRA"
4.34724164577606e-88,1.46303069268084,0.352,0.193,1.67829610976831e-83,"0","NPAS3"
5.61810618579099e-87,1.46073837144138,0.313,0.158,2.16892607408647e-82,"0","GNAI1"
1.16800769452234e-85,0.512040394834858,0.873,0.811,4.50921050547296e-81,"0","SEC62"
1.22881155301481e-85,1.11087326394728,0.477,0.325,4.74394988156899e-81,"0","ENSG00000272831"
1.25657660979977e-85,0.906416076402563,0.578,0.44,4.85113965979299e-81,"0","DCTN6"
6.43096748165586e-85,1.03489086546747,0.489,0.331,2.48273930596806e-80,"0","ENAH"
1.19302165022123e-84,1.31106211576205,0.34,0.181,4.6057793828441e-80,"0","RAP2A"
1.34145731698577e-84,0.765182718851023,0.674,0.526,5.17883011795527e-80,"0","MEST"
7.08772247941548e-84,0.836731745558783,0.629,0.493,2.73628614040314e-79,"0","SYT11"
1.3857000332473e-83,1.36734608048548,0.349,0.196,5.34963354835453e-79,"0","GDAP1"
2.16468236161015e-83,0.369795407870686,0.953,0.953,8.35697272523216e-79,"0","RPL5"
3.4767013390893e-83,1.19872333119324,0.435,0.274,1.34221531896882e-78,"0","KIZ"
1.7592191210987e-82,0.815500968603767,0.596,0.447,6.79164133891363e-78,"0","GSTM3"
2.04792941040129e-82,0.913007108869029,0.389,0.214,7.90623628179522e-78,"0","C11orf96"
1.01056203653853e-81,0.587197639464815,0.646,0.462,3.90137579826066e-77,"0","FIBIN"
3.3683050264784e-81,1.28134440103157,0.256,0.114,1.30036783852225e-76,"0","TMEFF2"
5.49333505177857e-81,0.547629357719304,0.807,0.709,2.12075693008963e-76,"0","PSMB6"
5.53097747651181e-81,1.27935863274599,0.401,0.251,2.13528916458215e-76,"0","PSD3"
6.85788718763732e-81,0.902887411758324,0.45,0.28,2.64755592765926e-76,"0","SOX11"
8.37172061877103e-81,0.702897906011849,0.664,0.521,3.23198646208275e-76,"0","BEX4"
3.64197933734604e-80,1.31612863656364,0.507,0.364,1.40602254297581e-75,"0","ALDOC"
7.16661148479066e-80,0.495458699280663,0.833,0.736,2.76674202981828e-75,"0","ATP5MC1"
1.14749811604996e-79,1.4078512426207,0.325,0.176,4.43003122682248e-75,"0","MEX3A"
4.303566328421e-79,0.887177749927254,0.472,0.295,1.66143481675021e-74,"0","OLFM2"
8.56448591702131e-79,1.42722195340643,0.324,0.177,3.30640543312525e-74,"0","PAG1"
1.19679312325633e-78,1.31607933976906,0.429,0.277,4.62033953164337e-74,"0","ATP1B2"
4.19935177587011e-78,0.887291471341292,0.489,0.33,1.62120174659241e-73,"0","RIC3"
1.05333918283758e-77,0.766648490504442,0.622,0.475,4.06652124926275e-73,"0","PANTR1"
9.11221104528575e-77,0.531514394109866,0.762,0.601,3.51786019614302e-72,"0","UCHL1"
3.000182192592e-76,0.761613780297348,0.559,0.38,1.15825033727207e-71,"0","THY1"
3.52022065626332e-76,1.12591168385894,0.426,0.279,1.35901638655702e-71,"0","PITPNA-AS1"
4.26748262317281e-76,0.869925201006679,0.547,0.394,1.64750434150209e-71,"0","EEF1A2"
9.68635885159345e-76,1.45955980690979,0.304,0.164,3.73951569824617e-71,"0","INKA2"
1.21355634779476e-75,1.38978304633238,0.309,0.167,4.68505563629644e-71,"0","MAPK8IP1"
1.50154083497263e-75,1.1050998486564,0.462,0.314,5.79684854749532e-71,"0","WSCD1"
4.8122928046172e-75,1.38606645760403,0.307,0.163,1.85783376015052e-70,"0","NXPH1"
5.54079098716839e-75,1.44531565151972,0.261,0.124,2.13907776850623e-70,"0","IFITM10"
1.66957950761719e-74,1.08038744692941,0.446,0.298,6.44557864710691e-70,"0","TNRC6C"
4.48226856277318e-74,1.23858067939379,0.348,0.2,1.73042460134421e-69,"0","CTTNBP2"
4.63818732070672e-74,0.398852780288651,0.97,0.887,1.79061859703204e-69,"0","IGFBP2"
6.62462292754341e-74,0.609027454782674,0.724,0.634,2.55750192740741e-69,"0","ZNF706"
4.30131265167966e-73,1.38258319590023,0.257,0.125,1.66056476230745e-68,"0","FAM107B"
1.09410064283777e-70,0.869037625988172,0.377,0.212,4.22388494173951e-66,"0","CEROX1"
2.24676062983838e-70,1.04301267027008,0.489,0.361,8.67384408755405e-66,"0","EXOC7"
3.71240191057732e-70,0.502209712696938,0.804,0.718,1.43320988159748e-65,"0","SAT2"
4.49388441053105e-70,1.24495868405904,0.352,0.211,1.73490901552962e-65,"0","ALOX12-AS1"
5.04399255489463e-70,1.05823615279961,0.421,0.278,1.94728376574262e-65,"0","ATAT1"
1.19056928793907e-69,1.44576066713172,0.284,0.153,4.59631179301758e-65,"0","SYP"
4.94955983597572e-69,1.56609794237238,0.256,0.128,1.91082707027678e-64,"0","ENSG00000285646"
9.24867071739806e-69,0.854630186644993,0.565,0.445,3.57054181715869e-64,"0","OTUD6B-AS1"
1.09620004108872e-68,0.655848879767645,0.404,0.224,4.2319898786271e-64,"0","SHD"
1.78300398806974e-67,1.45585035304543,0.264,0.137,6.88346519634206e-63,"0","ANTXR1"
5.22275066696612e-67,0.996219851437129,0.398,0.25,2.01629512248894e-62,"0","UBE2E2"
6.19418379482002e-67,1.07916599504425,0.41,0.272,2.39132659582822e-62,"0","DEAF1"
1.76617878373402e-66,0.337230583843513,0.963,0.925,6.81850981248357e-62,"0","COX6A1"
2.10770630960426e-66,0.762460029797024,0.593,0.483,8.13701097885822e-62,"0","MRPS28"
2.85071315637005e-66,0.91745810934949,0.354,0.199,1.10054632114822e-61,"0","ATCAY"
2.34876599396516e-65,1.21971826110951,0.331,0.196,9.06764599630189e-61,"0","ENSG00000176593"
3.44382228532373e-65,1.3296430299497,0.282,0.151,1.32952203147208e-60,"0","C14orf132"
3.96357837371606e-65,0.789402033433846,0.553,0.425,1.53017906695682e-60,"0","TMEM256"
1.22569042164193e-64,1.09912944251834,0.396,0.264,4.73190044179084e-60,"0","RIDA"
1.26994908819001e-64,1.37625484726445,0.255,0.13,4.90276544986636e-60,"0","PID1"
